"","expenditure_category","subcategory","agency","fiscal_year","Categorical.Citywide.Exp","FY_CPI","Adjusted.Categorical.Citywide.Exp","human_services"
"1166","General Government","Bronx Community Board #10","Bronx Community Board #10",2017,296000,242.6565,377623.793304527,FALSE
"1167","General Government","Bronx Community Board #11","Bronx Community Board #11",2017,281000,242.6565,358487.452427609,FALSE
"1168","General Government","Bronx Community Board #12","Bronx Community Board #12",2017,225000,242.6565,287045.113153779,FALSE
"1169","General Government","Queens Community Board #1","Queens Community Board #1",2017,242000,242.6565,308732.96614762,FALSE
"1170","General Government","Queens Community Board #2","Queens Community Board #2",2017,310000,242.6565,395484.378122985,FALSE
"1171","General Government","Queens Community Board #3","Queens Community Board #3",2017,307000,242.6565,391657.109947601,FALSE
"1172","General Government","Queens Community Board #4","Queens Community Board #4",2017,272000,242.6565,347005.647901457,FALSE
"1173","General Government","Queens Community Board #5","Queens Community Board #5",2017,267000,242.6565,340626.867609151,FALSE
"1174","General Government","Queens Community Board #6","Queens Community Board #6",2017,284000,242.6565,362314.720602992,FALSE
"1175","General Government","Queens Community Board #7","Queens Community Board #7",2017,316000,242.6565,403138.914473752,FALSE
"1176","General Government","Queens Community Board #8","Queens Community Board #8",2017,305000,242.6565,389105.597830678,FALSE
"1177","General Government","Queens Community Board #9","Queens Community Board #9",2017,178000,242.6565,227084.578406101,FALSE
"1178","General Government","Queens Community Board #10","Queens Community Board #10",2017,268000,242.6565,341902.623667612,FALSE
"1179","General Government","Queens Community Board #11","Queens Community Board #11",2017,296000,242.6565,377623.793304527,FALSE
"1180","General Government","Queens Community Board #12","Queens Community Board #12",2017,261000,242.6565,332972.331258384,FALSE
"1181","General Government","Queens Community Board #13","Queens Community Board #13",2017,271000,242.6565,345729.891842996,FALSE
"1182","General Government","Queens Community Board #14","Queens Community Board #14",2017,246000,242.6565,313835.990381465,FALSE
"1183","General Government","Brooklyn Community Board #1","Brooklyn Community Board #1",2017,306000,242.6565,390381.35388914,FALSE
"1184","General Government","Brooklyn Community Board #2","Brooklyn Community Board #2",2017,270000,242.6565,344454.135784535,FALSE
"1185","General Government","Brooklyn Community Board #3","Brooklyn Community Board #3",2017,254000,242.6565,324042.038849155,FALSE
"1186","General Government","Brooklyn Community Board #4","Brooklyn Community Board #4",2017,263000,242.6565,335523.843375306,FALSE
"1187","General Government","Brooklyn Community Board #5","Brooklyn Community Board #5",2017,155000,242.6565,197742.189061492,FALSE
"1188","General Government","Brooklyn Community Board #6","Brooklyn Community Board #6",2017,231000,242.6565,294699.649504547,FALSE
"1189","General Government","Brooklyn Community Board #7","Brooklyn Community Board #7",2017,232000,242.6565,295975.405563008,FALSE
"1190","General Government","Brooklyn Community Board #8","Brooklyn Community Board #8",2017,282000,242.6565,359763.20848607,FALSE
"1191","General Government","Brooklyn Community Board #9","Brooklyn Community Board #9",2017,215000,242.6565,274287.552569167,FALSE
"1192","General Government","Brooklyn Community Board #10","Brooklyn Community Board #10",2017,288000,242.6565,367417.744836837,FALSE
"1193","General Government","Brooklyn Community Board #11","Brooklyn Community Board #11",2017,267000,242.6565,340626.867609151,FALSE
"1194","General Government","Brooklyn Community Board #12","Brooklyn Community Board #12",2017,314000,242.6565,400587.40235683,FALSE
"1195","General Government","Brooklyn Community Board #13","Brooklyn Community Board #13",2017,264000,242.6565,336799.599433767,FALSE
"1196","General Government","Brooklyn Community Board #14","Brooklyn Community Board #14",2017,311000,242.6565,396760.134181446,FALSE
"1197","General Government","Brooklyn Community Board #15","Brooklyn Community Board #15",2017,167000,242.6565,213051.261763027,FALSE
"1198","General Government","Brooklyn Community Board #16","Brooklyn Community Board #16",2017,222000,242.6565,283217.844978395,FALSE
"1199","General Government","Brooklyn Community Board #17","Brooklyn Community Board #17",2017,298000,242.6565,380175.30542145,FALSE
"1200","General Government","Brooklyn Community Board #18","Brooklyn Community Board #18",2017,233000,242.6565,297251.161621469,FALSE
"1201","General Government","Staten Island Community Board #1","Staten Island Community Board #1",2017,270000,242.6565,344454.135784535,FALSE
"1202","General Government","Staten Island Community Board #2","Staten Island Community Board #2",2017,233000,242.6565,297251.161621469,FALSE
"1203","General Government","Staten Island Community Board #3","Staten Island Community Board #3",2017,306000,242.6565,390381.35388914,FALSE
"1204","General Government","Department of Small Business Services","Department of Small Business Services",2017,206726000,242.6565,263731946.941458,TRUE
"1205","General Government","Office of Administrative Trials and Hearings","Office of Administrative Trials and Hearings",2017,38999000,242.6565,49753210.5239299,FALSE
"1206","General Government","Business Integrity Commission","Business Integrity Commission",2017,9559000,242.6565,12194952.162831,FALSE
"1207","General Government","Department of Finance","Department of Finance",2017,260609000,242.6565,332473510.639525,FALSE
"1208","General Government","Department of Design and Construction","Department of Design and Construction",2017,371350000,242.6565,473752012.309582,FALSE
"1209","General Government","Department of Citywide Administrative Services","Department of Citywide Administrative Services",2017,429272000,242.6565,547646354.727774,FALSE
"1210","General Government","Department of Information Technology and Telecommunications","Department of Information Technology and Telecommunications",2017,459895000,242.6565,586713832.506032,FALSE
"1211","General Government","Department of Records and Information Services","Department of Records and Information Services",2017,7516000,242.6565,9588582.53539468,FALSE
"1212","General Government","Department of Consumer & Worker Protection","Department of Consumer & Worker Protection",2017,33941000,242.6565,43300436.380233,FALSE
"1213","General Government","Miscellaneous--Technology Development Corporation","Miscellaneous--Technology Development Corporation",2017,4212000,242.6565,5373484.51823874,FALSE
"1214","Public Safety and Judicial","Department of Emergency Management","Department of Emergency Management",2017,46725000,242.6565,59609701.8316015,FALSE
"1215","Public Safety and Judicial","Civilian Complaint Review Board","Civilian Complaint Review Board",2017,15174000,242.6565,19358322.4310909,FALSE
"1216","Public Safety and Judicial","Police Department","Police Department",2017,5312163000,242.6565,6777024130.78364,FALSE
"1217","Public Safety and Judicial","Fire Department","Fire Department",2017,2032550000,242.6565,2593037976.62539,FALSE
"1218","Public Safety and Judicial","Department of Correction","Department of Correction",2017,1359734000,242.6565,1734688888.39574,FALSE
"1219","Public Safety and Judicial","Board of Correction","Board of Correction",2017,1838000,242.6565,2344839.63545176,FALSE
"1220","Public Safety and Judicial","Department of Juvenile Justice","Department of Juvenile Justice",2017,NA,242.6565,NA,FALSE
"1221","Public Safety and Judicial","Office of Criminal Justice","Office of Criminal Justice",2017,NA,242.6565,NA,FALSE
"1222","Public Safety and Judicial","NYC Taxi and Limousine Commission","NYC Taxi and Limousine Commission",2017,45749000,242.6565,58364563.9185433,FALSE
"1223","Public Safety and Judicial","Department of Probation","Department of Probation",2017,82997000,242.6565,105883925.584108,FALSE
"1224","Public Safety and Judicial","District Attorney New York County","District Attorney New York County",2017,115659000,242.6565,147552669.965569,FALSE
"1225","Public Safety and Judicial","District Attorney Bronx County","District Attorney Bronx County",2017,72680000,242.6565,92721950.328963,FALSE
"1226","Public Safety and Judicial","District Attorney Kings County","District Attorney Kings County",2017,98215000,242.6565,125298381.281771,FALSE
"1227","Public Safety and Judicial","District Attorney Queens County","District Attorney Queens County",2017,62631000,242.6565,79901877.697486,FALSE
"1228","Public Safety and Judicial","District Attorney Richmond County","District Attorney Richmond County",2017,14574000,242.6565,18592868.7960141,FALSE
"1229","Public Safety and Judicial","Office of Prosecutor -- Special Narcotics","Office of Prosecutor -- Special Narcotics",2017,22078000,242.6565,28166142.2587073,FALSE
"1230","Public Safety and Judicial","Public Administrator - New York County","Public Administrator-New York County",2017,1614000,242.6565,2059070.27835644,FALSE
"1231","Public Safety and Judicial","Public Administrator- Bronx County","Public Administrator-Bronx County",2017,625000,242.6565,797347.536538275,FALSE
"1232","Public Safety and Judicial","Public Administrator-Kings County","Public Administrator-Kings County",2017,772000,242.6565,984883.677132078,FALSE
"1233","Public Safety and Judicial","Public Administrator-Queens County","Public Administrator-Queens County",2017,519000,242.6565,662117.394341384,FALSE
"1234","Public Safety and Judicial","Public Administrator-Richmond County","Public Administrator-Richmond County",2017,517000,242.6565,659565.882224461,FALSE
"1235","Public Safety and Judicial","Miscellaneous-Contributions Legal Aid","Miscellaneous-Contributions Legal Aid",2017,289275000,242.6565,369044333.811375,FALSE
"1236","Public Safety and Judicial","Miscellaneous-Criminal Justice Programs","Miscellaneous-Criminal Justice Programs",2017,87346000,242.6565,111432188.682356,FALSE
"1237","Public Safety and Judicial","Miscellaneous-Other","Miscellaneous-Other",2017,30648000,242.6565,39099371.6797201,FALSE
"1238","Education","Department of Education","Department of Education",2017,23317602000,242.6565,29747572020.2879,FALSE
"1239","City University","City University of New York-Community Colleges","City University of New York-Community Colleges",2017,1047504000,242.6565,1336359574.26238,FALSE
"1240","City University","Hunter Campus Schools","Hunter Campus Schools",2017,19613000,242.6565,25021403.5746003,FALSE
"1241","City University","Educational Aid","Educational Aid",2017,NA,242.6565,NA,FALSE
"1242","Social Services","Administration for Children's Services","Administration for Children's Services",2017,2850356000,242.6565,3636358935.77135,TRUE
"1243","Social Services","Department of Social Services","Department of Social Services",2017,9501095000,242.6565,12121079508.2658,TRUE
"1244","Social Services","Department of Homeless Services","Department of Homeless Services",2017,1803283000,242.6565,2300549212.37016,TRUE
"1245","Social Services","Department for the Aging","Department for the Aging",2017,330405000,242.6565,421516180.495886,TRUE
"1246","Environmental Protection","Department of Environmental Protection","Department of Environmental Protection",2017,1336577000,242.6565,1705146205.34995,FALSE
"1247","Environmental Protection","Department of Sanitation","Department of Sanitation",2017,1586841000,242.6565,2024422019.56469,FALSE
"1248","Transportation Services","Department of Transportation","Department of Transportation",2017,724637000,242.6565,924460042.935178,FALSE
"1249","Transportation Services","Miscellaneous-Payments to Transit Authority","Miscellaneous-Payments to Transit Authority",2017,1028965000,242.6565,1312708332.69457,FALSE
"1250","Transportation Services","Miscellaneous-Payments to Private Bus Companies","Miscellaneous-Payments to Private Bus Companies",2017,35000,242.6565,44651.4620461434,FALSE
"1251","Parks, Recreation, and Cultural Activities","Department of Cultural Affairs","Department of Cultural Affairs",2017,175290000,242.6565,223627279.487671,FALSE
"1252","Parks, Recreation, and Cultural Activities","Department of Parks and Recreation","Department of Parks and Recreation",2017,423486000,242.6565,540264830.173517,FALSE
"1253","Housing","Housing Preservation and Development","Housing Preservation and Development",2017,1002886000,242.6565,1279437890.44596,TRUE
"1254","Housing","Department of Buildings","Department of Buildings",2017,149656000,242.6565,190924548.685075,FALSE
"1255","Housing","Miscellaneous-Payments to Housing Authority","Miscellaneous-Payments to Housing Authority",2017,67591000,242.6565,86229627.7474537,TRUE
"1256","Health","Department of Health and Mental Hygiene","Department of Health and Mental Hygiene",2017,1595395000,242.6565,2035334836.88877,TRUE
"1257","Health","New York City Health and Hospitals Corporation","New York City Health and Hospitals Corporation",2017,637893000,242.6565,813795859.400016,FALSE
"1258","Libraries","New York Research Libraries","New York Research Libraries",2017,27783000,242.6565,35444330.5722286,FALSE
"1259","Libraries","New York Public Library","New York Public Library",2017,136159000,242.6565,173705669.164024,FALSE
"1260","Libraries","Brooklyn Public Library","Brooklyn Public Library",2017,102177000,242.6565,130352926.785394,FALSE
"1261","Libraries","Queens Borough Public Library","Queens Borough Public Library",2017,103752000,242.6565,132362242.577471,FALSE
"1262","Pensions","Pension Contributions","Pension Contributions",2017,9280651000,242.6565,11839846739.7144,FALSE
"1263","Judgments and Claims","Judgments and Claims","Judgments and Claims",2017,750349000,242.6565,957262282.710333,FALSE
"1264","Benefit Payments","Benefit Payments","Benefit Payments",2017,5909908000,242.6565,7539600935.94855,FALSE
"1265","Lease Payments","Lease Payments","Lease Payments",2017,30360000,242.6565,38731953.9348833,FALSE
"1266","Other","Miscellaneous","Miscellaneous",2017,147036000,242.6565,187582067.811907,FALSE
"1267","Transfers","General Debt Service Fund","Debt Service",2017,3582898000,242.6565,4570903830.34866,FALSE
"1268","Transfers","Nonmajor Debt Service Funds","Debt Service-Hudson Yards Infrastructure Corporation",2017,70546000,242.6565,89999486.9002067,FALSE
"1269","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Building Aid Revenue Bonds",2017,575747000,242.6565,734512723.390884,FALSE
"1270","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Future Tax Secured",2017,2206026000,242.6565,2814351034.62302,FALSE
"1271","Transfers","Nonmajor Debt Service Funds","",2017,NA,242.6565,NA,FALSE
"1272","Transfers","Nonmajor Debt Service Funds","",2017,NA,242.6565,NA,FALSE
"1273","General Government","Mayoralty","Mayoralty",2016,96323000,238.2735,125145092.809314,FALSE
"1274","General Government","Board of Elections","Board of Elections",2016,116078000,238.2735,150811250.512541,FALSE
"1275","General Government","Campaign Finance Board","Campaign Finance Board",2016,7886000,238.2735,10245675.5073476,FALSE
"1276","General Government","Office of the Actuary","Office of the Actuary",2016,6694000,238.2735,8697001.2485652,FALSE
"1277","General Government","Borough President-Manhattan","Borough President-Manhattan",2016,4660000,238.2735,6054380.91101192,FALSE
"1278","General Government","Borough President-Bronx","Borough President-Bronx",2016,5063000,238.2735,6577967.92971103,FALSE
"1279","General Government","Borough President-Brooklyn","Borough President-Brooklyn",2016,6369000,238.2735,8274753.65284012,FALSE
"1280","General Government","Borough President-Queens","Borough President-Queens",2016,5092000,238.2735,6615645.40748342,FALSE
"1281","General Government","Borough President-Staten Island","Borough President-Staten Island",2016,4048000,238.2735,5259256.20767731,FALSE
"1282","General Government","Office of the Comptroller","Office of the Comptroller",2016,77413000,238.2735,100576778.854971,FALSE
"1283","General Government","Office of Administrative Tax Appeals","Office of Administrative Tax Appeals",2016,4258000,238.2735,5532093.11568429,FALSE
"1284","General Government","Law Department","Law Department",2016,182403000,238.2735,236982240.624744,FALSE
"1285","General Government","Department of City Planning","Department of City Planning",2016,31170000,238.2735,40496792.4884639,FALSE
"1286","General Government","Department of Investigation","Department of Investigation",2016,33795000,238.2735,43907253.8385511,FALSE
"1287","General Government","Department of Veterans Service","Department of Veterans Service",2016,NA,238.2735,NA,FALSE
"1288","General Government","Public Advocate","Public Advocate",2016,3311000,238.2735,4301728.58290997,FALSE
"1289","General Government","City Council","City Council",2016,59779000,238.2735,77666273.9226141,FALSE
"1290","General Government","City Clerk","City Clerk",2016,5548000,238.2735,7208091.26486999,FALSE
"1291","General Government","Financial Information Services Agency","Financial Information Services Agency",2016,90519000,238.2735,117604400.361349,FALSE
"1292","General Government","Office of Payroll Administration","Office of Payroll Administration",2016,15663000,238.2735,20349735.667206,FALSE
"1293","General Government","Independent Budget Office","Independent Budget Office",2016,3991000,238.2735,5185200.47550399,FALSE
"1294","General Government","Equal Employment Practices Commission","Equal Employment Practices Commission",2016,764000,238.2735,992606.655796805,FALSE
"1295","General Government","Civil Service Commission","Civil Service Commission",2016,780000,238.2735,1013394.22974019,FALSE
"1296","General Government","Landmarks Preservation Commission","Landmarks Preservation Commission",2016,5251000,238.2735,6822221.92354584,FALSE
"1297","General Government","Districting Commission","Districting Commission",2016,NA,238.2735,NA,FALSE
"1298","General Government","Commission on Human Rights","Commission on Human Rights",2016,8750000,238.2735,11368204.5002906,TRUE
"1299","General Government","Office of Racial Equity","Office of Racial Equity",2016,NA,238.2735,NA,TRUE
"1300","General Government","Commission of Racial Equity","Commission of Racial Equity",2016,NA,238.2735,NA,TRUE
"1301","General Government","Department of Youth and Community Development","Department of Youth and Community Development",2016,508135000,238.2735,660180867.857735,TRUE
"1302","General Government","Conflicts of Interest Board","Conflicts of Interest Board",2016,2380000,238.2735,3092151.62407905,FALSE
"1303","General Government","Office of Collective Bargaining","Office of Collective Bargaining",2016,2198000,238.2735,2855692.97047301,FALSE
"1304","General Government","Manhattan Community Board #1","Manhattan Community Board #1",2016,281000,238.2735,365081.767380762,FALSE
"1305","General Government","Manhattan Community Board #2","Manhattan Community Board #2",2016,286000,238.2735,371577.884238071,FALSE
"1306","General Government","Manhattan Community Board #3","Manhattan Community Board #3",2016,374000,238.2735,485909.540926708,FALSE
"1307","General Government","Manhattan Community Board #4","Manhattan Community Board #4",2016,292000,238.2735,379373.224466842,FALSE
"1308","General Government","Manhattan Community Board #5","Manhattan Community Board #5",2016,264000,238.2735,342994.970065912,FALSE
"1309","General Government","Manhattan Community Board #6","Manhattan Community Board #6",2016,320000,238.2735,415751.478867772,FALSE
"1310","General Government","Manhattan Community Board #7","Manhattan Community Board #7",2016,307000,238.2735,398861.575038768,FALSE
"1311","General Government","Manhattan Community Board #8","Manhattan Community Board #8",2016,336000,238.2735,436539.05281116,FALSE
"1312","General Government","Manhattan Community Board #9","Manhattan Community Board #9",2016,249000,238.2735,323506.619493985,FALSE
"1313","General Government","Manhattan Community Board #10","Manhattan Community Board #10",2016,293000,238.2735,380672.447838303,FALSE
"1314","General Government","Manhattan Community Board #11","Manhattan Community Board #11",2016,287000,238.2735,372877.107609533,FALSE
"1315","General Government","Manhattan Community Board #12","Manhattan Community Board #12",2016,316000,238.2735,410554.585381925,FALSE
"1316","General Government","Bronx Community Board #1","Bronx Community Board #1",2016,276000,238.2735,358585.650523453,FALSE
"1317","General Government","Bronx Community Board #2","Bronx Community Board #2",2016,226000,238.2735,293624.481950364,FALSE
"1318","General Government","Bronx Community Board #3","Bronx Community Board #3",2016,276000,238.2735,358585.650523453,FALSE
"1319","General Government","Bronx Community Board #4","Bronx Community Board #4",2016,201000,238.2735,261143.897663819,FALSE
"1320","General Government","Bronx Community Board #5","Bronx Community Board #5",2016,226000,238.2735,293624.481950364,FALSE
"1321","General Government","Bronx Community Board #6","Bronx Community Board #6",2016,231000,238.2735,300120.598807673,FALSE
"1322","General Government","Bronx Community Board #7","Bronx Community Board #7",2016,263000,238.2735,341695.74669445,FALSE
"1323","General Government","Bronx Community Board #8","Bronx Community Board #8",2016,241000,238.2735,313112.83252229,FALSE
"1324","General Government","Bronx Community Board #9","Bronx Community Board #9",2016,289000,238.2735,375475.554352456,FALSE
"1325","General Government","Bronx Community Board #10","Bronx Community Board #10",2016,284000,238.2735,368979.437495147,FALSE
"1326","General Government","Bronx Community Board #11","Bronx Community Board #11",2016,276000,238.2735,358585.650523453,FALSE
"1327","General Government","Bronx Community Board #12","Bronx Community Board #12",2016,220000,238.2735,285829.141721593,FALSE
"1328","General Government","Queens Community Board #1","Queens Community Board #1",2016,206000,238.2735,267640.014521128,FALSE
"1329","General Government","Queens Community Board #2","Queens Community Board #2",2016,3e+05,238.2735,389767.011438536,FALSE
"1330","General Government","Queens Community Board #3","Queens Community Board #3",2016,287000,238.2735,372877.107609533,FALSE
"1331","General Government","Queens Community Board #4","Queens Community Board #4",2016,253000,238.2735,328703.512979832,FALSE
"1332","General Government","Queens Community Board #5","Queens Community Board #5",2016,256000,238.2735,332601.183094217,FALSE
"1333","General Government","Queens Community Board #6","Queens Community Board #6",2016,272000,238.2735,353388.757037606,FALSE
"1334","General Government","Queens Community Board #7","Queens Community Board #7",2016,304000,238.2735,394963.904924383,FALSE
"1335","General Government","Queens Community Board #8","Queens Community Board #8",2016,296000,238.2735,384570.117952689,FALSE
"1336","General Government","Queens Community Board #9","Queens Community Board #9",2016,212000,238.2735,275435.354749899,FALSE
"1337","General Government","Queens Community Board #10","Queens Community Board #10",2016,262000,238.2735,340396.523322988,FALSE
"1338","General Government","Queens Community Board #11","Queens Community Board #11",2016,288000,238.2735,374176.330980995,FALSE
"1339","General Government","Queens Community Board #12","Queens Community Board #12",2016,249000,238.2735,323506.619493985,FALSE
"1340","General Government","Queens Community Board #13","Queens Community Board #13",2016,235000,238.2735,305317.49229352,FALSE
"1341","General Government","Queens Community Board #14","Queens Community Board #14",2016,244000,238.2735,317010.502636676,FALSE
"1342","General Government","Brooklyn Community Board #1","Brooklyn Community Board #1",2016,303000,238.2735,393664.681552921,FALSE
"1343","General Government","Brooklyn Community Board #2","Brooklyn Community Board #2",2016,248000,238.2735,322207.396122523,FALSE
"1344","General Government","Brooklyn Community Board #3","Brooklyn Community Board #3",2016,258000,238.2735,335199.629837141,FALSE
"1345","General Government","Brooklyn Community Board #4","Brooklyn Community Board #4",2016,273000,238.2735,354687.980409068,FALSE
"1346","General Government","Brooklyn Community Board #5","Brooklyn Community Board #5",2016,227000,238.2735,294923.705321826,FALSE
"1347","General Government","Brooklyn Community Board #6","Brooklyn Community Board #6",2016,228000,238.2735,296222.928693287,FALSE
"1348","General Government","Brooklyn Community Board #7","Brooklyn Community Board #7",2016,233000,238.2735,302719.045550596,FALSE
"1349","General Government","Brooklyn Community Board #8","Brooklyn Community Board #8",2016,276000,238.2735,358585.650523453,FALSE
"1350","General Government","Brooklyn Community Board #9","Brooklyn Community Board #9",2016,171000,238.2735,222167.196519965,FALSE
"1351","General Government","Brooklyn Community Board #10","Brooklyn Community Board #10",2016,296000,238.2735,384570.117952689,FALSE
"1352","General Government","Brooklyn Community Board #11","Brooklyn Community Board #11",2016,271000,238.2735,352089.533666144,FALSE
"1353","General Government","Brooklyn Community Board #12","Brooklyn Community Board #12",2016,313000,238.2735,406656.915267539,FALSE
"1354","General Government","Brooklyn Community Board #13","Brooklyn Community Board #13",2016,250000,238.2735,324805.842865447,FALSE
"1355","General Government","Brooklyn Community Board #14","Brooklyn Community Board #14",2016,289000,238.2735,375475.554352456,FALSE
"1356","General Government","Brooklyn Community Board #15","Brooklyn Community Board #15",2016,177000,238.2735,229962.536748736,FALSE
"1357","General Government","Brooklyn Community Board #16","Brooklyn Community Board #16",2016,220000,238.2735,285829.141721593,FALSE
"1358","General Government","Brooklyn Community Board #17","Brooklyn Community Board #17",2016,323000,238.2735,419649.148982157,FALSE
"1359","General Government","Brooklyn Community Board #18","Brooklyn Community Board #18",2016,230000,238.2735,298821.375436211,FALSE
"1360","General Government","Staten Island Community Board #1","Staten Island Community Board #1",2016,278000,238.2735,361184.097266377,FALSE
"1361","General Government","Staten Island Community Board #2","Staten Island Community Board #2",2016,230000,238.2735,298821.375436211,FALSE
"1362","General Government","Staten Island Community Board #3","Staten Island Community Board #3",2016,318000,238.2735,413153.032124848,FALSE
"1363","General Government","Department of Small Business Services","Department of Small Business Services",2016,262920000,238.2735,341591808.824733,TRUE
"1364","General Government","Office of Administrative Trials and Hearings","Office of Administrative Trials and Hearings",2016,36105000,238.2735,46908459.8266278,FALSE
"1365","General Government","Business Integrity Commission","Business Integrity Commission",2016,8084000,238.2735,10502921.7348971,FALSE
"1366","General Government","Department of Finance","Department of Finance",2016,250766000,238.2735,325801047.967986,FALSE
"1367","General Government","Department of Design and Construction","Department of Design and Construction",2016,275223000,238.2735,357576153.963827,FALSE
"1368","General Government","Department of Citywide Administrative Services","Department of Citywide Administrative Services",2016,414923000,238.2735,539077658.957039,FALSE
"1369","General Government","Department of Information Technology and Telecommunications","Department of Information Technology and Telecommunications",2016,387123000,238.2735,502959249.230401,FALSE
"1370","General Government","Department of Records and Information Services","Department of Records and Information Services",2016,7519000,238.2735,9768860.53002117,FALSE
"1371","General Government","Department of Consumer & Worker Protection","Department of Consumer & Worker Protection",2016,34100000,238.2735,44303516.9668469,FALSE
"1372","General Government","Miscellaneous--Technology Development Corporation","Miscellaneous--Technology Development Corporation",2016,4199000,238.2735,5455438.93676804,FALSE
"1373","Public Safety and Judicial","Department of Emergency Management","Department of Emergency Management",2016,35008000,238.2735,45483211.7881342,FALSE
"1374","Public Safety and Judicial","Civilian Complaint Review Board","Civilian Complaint Review Board",2016,14073000,238.2735,18283970.5065817,FALSE
"1375","Public Safety and Judicial","Police Department","Police Department",2016,5075081000,238.2735,6593663847.26165,FALSE
"1376","Public Safety and Judicial","Fire Department","Fire Department",2016,1971977000,238.2735,2562038606.3851,FALSE
"1377","Public Safety and Judicial","Department of Correction","Department of Correction",2016,1292469000,238.2735,1679205931.68984,FALSE
"1378","Public Safety and Judicial","Board of Correction","Board of Correction",2016,1493000,238.2735,1939740.49359245,FALSE
"1379","Public Safety and Judicial","Department of Juvenile Justice","Department of Juvenile Justice",2016,NA,238.2735,NA,FALSE
"1380","Public Safety and Judicial","Office of Criminal Justice","Office of Criminal Justice",2016,NA,238.2735,NA,FALSE
"1381","Public Safety and Judicial","NYC Taxi and Limousine Commission","NYC Taxi and Limousine Commission",2016,47925000,238.2735,62265280.0773061,FALSE
"1382","Public Safety and Judicial","Department of Probation","Department of Probation",2016,76783000,238.2735,99758268.1309503,FALSE
"1383","Public Safety and Judicial","District Attorney New York County","District Attorney New York County",2016,108367000,238.2735,140792939.095199,FALSE
"1384","Public Safety and Judicial","District Attorney Bronx County","District Attorney Bronx County",2016,60605000,238.2735,78739432.4274416,FALSE
"1385","Public Safety and Judicial","District Attorney Kings County","District Attorney Kings County",2016,97036000,238.2735,126071439.073166,FALSE
"1386","Public Safety and Judicial","District Attorney Queens County","District Attorney Queens County",2016,59082000,238.2735,76760715.2327053,FALSE
"1387","Public Safety and Judicial","District Attorney Richmond County","District Attorney Richmond County",2016,10706000,238.2735,13909485.4148699,FALSE
"1388","Public Safety and Judicial","Office of Prosecutor -- Special Narcotics","Office of Prosecutor -- Special Narcotics",2016,21599000,238.2735,28061925.6002031,FALSE
"1389","Public Safety and Judicial","Public Administrator - New York County","Public Administrator-New York County",2016,1600000,238.2735,2078757.39433886,FALSE
"1390","Public Safety and Judicial","Public Administrator- Bronx County","Public Administrator-Bronx County",2016,616000,238.2735,800321.59682046,FALSE
"1391","Public Safety and Judicial","Public Administrator-Kings County","Public Administrator-Kings County",2016,686000,238.2735,891267.232822786,FALSE
"1392","Public Safety and Judicial","Public Administrator-Queens County","Public Administrator-Queens County",2016,503000,238.2735,653509.355845279,FALSE
"1393","Public Safety and Judicial","Public Administrator-Richmond County","Public Administrator-Richmond County",2016,559000,238.2735,726265.864647139,FALSE
"1394","Public Safety and Judicial","Miscellaneous-Contributions Legal Aid","Miscellaneous-Contributions Legal Aid",2016,275149000,238.2735,357480011.434339,FALSE
"1395","Public Safety and Judicial","Miscellaneous-Criminal Justice Programs","Miscellaneous-Criminal Justice Programs",2016,145325000,238.2735,188809636.457684,FALSE
"1396","Public Safety and Judicial","Miscellaneous-Other","Miscellaneous-Other",2016,29066000,238.2735,37763226.5149083,FALSE
"1397","Education","Department of Education","Department of Education",2016,21973688000,238.2735,28548729006.8094,FALSE
"1398","City University","City University of New York-Community Colleges","City University of New York-Community Colleges",2016,938725000,238.2735,1219613459.37547,FALSE
"1399","City University","Hunter Campus Schools","Hunter Campus Schools",2016,17050000,238.2735,22151758.4834235,FALSE
"1400","City University","Educational Aid","Educational Aid",2016,NA,238.2735,NA,FALSE
"1401","Social Services","Administration for Children's Services","Administration for Children's Services",2016,2770940000,238.2735,3600070008.91832,TRUE
"1402","Social Services","Department of Social Services","Department of Social Services",2016,9345924000,238.2735,12142442888.7056,TRUE
"1403","Social Services","Department of Homeless Services","Department of Homeless Services",2016,1389801000,238.2735,1805661940.88096,TRUE
"1404","Social Services","Department for the Aging","Department for the Aging",2016,294203000,238.2735,382235413.554172,TRUE
"1405","Environmental Protection","Department of Environmental Protection","Department of Environmental Protection",2016,1081755000,238.2735,1405441378.19564,FALSE
"1406","Environmental Protection","Department of Sanitation","Department of Sanitation",2016,1487474000,238.2735,1932560985.24175,FALSE
"1407","Transportation Services","Department of Transportation","Department of Transportation",2016,720249000,238.2735,935764334.07198,FALSE
"1408","Transportation Services","Miscellaneous-Payments to Transit Authority","Miscellaneous-Payments to Transit Authority",2016,985350000,238.2735,1280189749.06987,FALSE
"1409","Transportation Services","Miscellaneous-Payments to Private Bus Companies","Miscellaneous-Payments to Private Bus Companies",2016,2331000,238.2735,3028489.67887742,FALSE
"1410","Parks, Recreation, and Cultural Activities","Department of Cultural Affairs","Department of Cultural Affairs",2016,156814000,238.2735,203736413.772409,FALSE
"1411","Parks, Recreation, and Cultural Activities","Department of Parks and Recreation","Department of Parks and Recreation",2016,377041000,238.2735,489860479.199323,FALSE
"1412","Housing","Housing Preservation and Development","Housing Preservation and Development",2016,824613000,238.2735,1071356482.01122,TRUE
