"","expenditure_category","subcategory","agency","fiscal_year","Categorical.Citywide.Exp","FY_CPI","Adjusted.Categorical.Citywide.Exp","human_services"
"550","General Government","Brooklyn Community Board #4","Brooklyn Community Board #4",2021,281000,263.1505,330568.668879595,FALSE
"551","General Government","Brooklyn Community Board #5","Brooklyn Community Board #5",2021,238000,263.1505,279983.427734319,FALSE
"552","General Government","Brooklyn Community Board #6","Brooklyn Community Board #6",2021,246000,263.1505,289394.635389254,FALSE
"553","General Government","Brooklyn Community Board #7","Brooklyn Community Board #7",2021,248000,263.1505,291747.437302988,FALSE
"554","General Government","Brooklyn Community Board #8","Brooklyn Community Board #8",2021,3e+05,263.1505,352920.287060066,FALSE
"555","General Government","Brooklyn Community Board #9","Brooklyn Community Board #9",2021,311000,263.1505,365860.697585602,FALSE
"556","General Government","Brooklyn Community Board #10","Brooklyn Community Board #10",2021,329000,263.1505,387035.914809206,FALSE
"557","General Government","Brooklyn Community Board #11","Brooklyn Community Board #11",2021,279000,263.1505,328215.866965862,FALSE
"558","General Government","Brooklyn Community Board #12","Brooklyn Community Board #12",2021,328000,263.1505,385859.513852339,FALSE
"559","General Government","Brooklyn Community Board #13","Brooklyn Community Board #13",2021,258000,263.1505,303511.446871657,FALSE
"560","General Government","Brooklyn Community Board #14","Brooklyn Community Board #14",2021,293000,263.1505,344685.480361998,FALSE
"561","General Government","Brooklyn Community Board #15","Brooklyn Community Board #15",2021,178000,263.1505,209399.370322306,FALSE
"562","General Government","Brooklyn Community Board #16","Brooklyn Community Board #16",2021,226000,263.1505,265866.616251917,FALSE
"563","General Government","Brooklyn Community Board #17","Brooklyn Community Board #17",2021,239000,263.1505,281159.828691186,FALSE
"564","General Government","Brooklyn Community Board #18","Brooklyn Community Board #18",2021,243000,263.1505,285865.432518654,FALSE
"565","General Government","Staten Island Community Board #1","Staten Island Community Board #1",2021,281000,263.1505,330568.668879595,FALSE
"566","General Government","Staten Island Community Board #2","Staten Island Community Board #2",2021,180000,263.1505,211752.17223604,FALSE
"567","General Government","Staten Island Community Board #3","Staten Island Community Board #3",2021,320000,263.1505,376448.306197404,FALSE
"568","General Government","Department of Small Business Services","Department of Small Business Services",2021,221895000,263.1505,261037490.323978,TRUE
"569","General Government","Office of Administrative Trials and Hearings","Office of Administrative Trials and Hearings",2021,42085000,263.1505,49508834.269743,FALSE
"570","General Government","Business Integrity Commission","Business Integrity Commission",2021,8886000,263.1505,10453498.9027192,FALSE
"571","General Government","Department of Finance","Department of Finance",2021,294399000,263.1505,346331265.300655,FALSE
"572","General Government","Department of Design and Construction","Department of Design and Construction",2021,222106000,263.1505,261285710.925877,FALSE
"573","General Government","Department of Citywide Administrative Services","Department of Citywide Administrative Services",2021,928964000,263.1505,1092834138.49489,FALSE
"574","General Government","Department of Information Technology and Telecommunications","Department of Information Technology and Telecommunications",2021,743053000,263.1505,874128260.202812,FALSE
"575","General Government","Department of Records and Information Services","Department of Records and Information Services",2021,10987000,263.1505,12925117.3130965,FALSE
"576","General Government","Department of Consumer & Worker Protection","Department of Consumer & Worker Protection",2021,40562000,263.1505,47717175.6124347,FALSE
"577","General Government","Miscellaneous--Technology Development Corporation","Miscellaneous--Technology Development Corporation",2021,NA,263.1505,NA,FALSE
"578","Public Safety and Judicial","Department of Emergency Management","Department of Emergency Management",2021,277436000,263.1505,326375975.869322,FALSE
"579","Public Safety and Judicial","Civilian Complaint Review Board","Civilian Complaint Review Board",2021,20901000,263.1505,24587956.3994748,FALSE
"580","Public Safety and Judicial","Police Department","Police Department",2021,5267661000,263.1505,6196881440.85039,FALSE
"581","Public Safety and Judicial","Fire Department","Fire Department",2021,2232170000,263.1505,2625926923.88956,FALSE
"582","Public Safety and Judicial","Department of Correction","Department of Correction",2021,1256314000,263.1505,1477928991.72527,FALSE
"583","Public Safety and Judicial","Board of Correction","Board of Correction",2021,2283000,263.1505,2685723.3845271,FALSE
"584","Public Safety and Judicial","Department of Juvenile Justice","Department of Juvenile Justice",2021,NA,263.1505,NA,FALSE
"585","Public Safety and Judicial","Office of Criminal Justice","Office of Criminal Justice",2021,NA,263.1505,NA,FALSE
"586","Public Safety and Judicial","NYC Taxi and Limousine Commission","NYC Taxi and Limousine Commission",2021,53224000,263.1505,62612764.5282832,FALSE
"587","Public Safety and Judicial","Department of Probation","Department of Probation",2021,105130000,263.1505,123675032.595416,FALSE
"588","Public Safety and Judicial","District Attorney New York County","District Attorney New York County",2021,134232000,263.1505,157910653.242156,FALSE
"589","Public Safety and Judicial","District Attorney Bronx County","District Attorney Bronx County",2021,91464000,263.1505,107598337.118873,FALSE
"590","Public Safety and Judicial","District Attorney Kings County","District Attorney Kings County",2021,121623000,263.1505,143077413.577022,FALSE
"591","Public Safety and Judicial","District Attorney Queens County","District Attorney Queens County",2021,75316000,263.1505,88601814.4673865,FALSE
"592","Public Safety and Judicial","District Attorney Richmond County","District Attorney Richmond County",2021,19128000,263.1505,22502197.5029498,FALSE
"593","Public Safety and Judicial","Office of Prosecutor -- Special Narcotics","Office of Prosecutor -- Special Narcotics",2021,25318000,263.1505,29784119.4259559,FALSE
"594","Public Safety and Judicial","Public Administrator - New York County","Public Administrator-New York County",2021,988000,263.1505,1162284.14538449,FALSE
"595","Public Safety and Judicial","Public Administrator- Bronx County","Public Administrator-Bronx County",2021,715000,263.1505,841126.684159825,FALSE
"596","Public Safety and Judicial","Public Administrator-Kings County","Public Administrator-Kings County",2021,911000,263.1505,1071701.27170573,FALSE
"597","Public Safety and Judicial","Public Administrator-Queens County","Public Administrator-Queens County",2021,610000,263.1505,717604.583688802,FALSE
"598","Public Safety and Judicial","Public Administrator-Richmond County","Public Administrator-Richmond County",2021,577000,263.1505,678783.352112194,FALSE
"599","Public Safety and Judicial","Miscellaneous-Contributions Legal Aid","Miscellaneous-Contributions Legal Aid",2021,419643000,263.1505,493668426.742491,FALSE
"600","Public Safety and Judicial","Miscellaneous-Criminal Justice Programs","Miscellaneous-Criminal Justice Programs",2021,386495000,263.1505,454673087.824268,FALSE
"601","Public Safety and Judicial","Miscellaneous-Other","Miscellaneous-Other",2021,56050000,263.1505,65937273.6323891,FALSE
"602","Education","Department of Education","Department of Education",2021,28288081000,263.1505,33278125556.328,FALSE
"603","City University","City University of New York-Community Colleges","City University of New York-Community Colleges",2021,1036305000,263.1505,1219110193.60594,FALSE
"604","City University","Hunter Campus Schools","Hunter Campus Schools",2021,23408000,263.1505,27537193.5983401,FALSE
"605","City University","Educational Aid","Educational Aid",2021,NA,263.1505,NA,FALSE
"606","Social Services","Administration for Children's Services","Administration for Children's Services",2021,2429644000,263.1505,2858235526.44589,TRUE
"607","Social Services","Department of Social Services","Department of Social Services",2021,10009419000,263.1505,11775090089.2816,TRUE
"608","Social Services","Department of Homeless Services","Department of Homeless Services",2021,2731326000,263.1505,3213134519.91541,TRUE
"609","Social Services","Department for the Aging","Department for the Aging",2021,304143000,263.1505,357794116.224366,TRUE
"610","Environmental Protection","Department of Environmental Protection","Department of Environmental Protection",2021,1340898000,263.1505,1577433690.2609,FALSE
"611","Environmental Protection","Department of Sanitation","Department of Sanitation",2021,2355621000,263.1505,2771154798.41574,FALSE
"612","Transportation Services","Department of Transportation","Department of Transportation",2021,903441000,263.1505,1062808856.87278,FALSE
"613","Transportation Services","Miscellaneous-Payments to Transit Authority","Miscellaneous-Payments to Transit Authority",2021,1068042000,263.1505,1256445630.77402,FALSE
"614","Transportation Services","Miscellaneous-Payments to Private Bus Companies","Miscellaneous-Payments to Private Bus Companies",2021,13000,263.1505,15293.2124392695,FALSE
"615","Parks, Recreation, and Cultural Activities","Department of Cultural Affairs","Department of Cultural Affairs",2021,179941000,263.1505,211682764.579585,FALSE
"616","Parks, Recreation, and Cultural Activities","Department of Parks and Recreation","Department of Parks and Recreation",2021,438564000,263.1505,515927109.24737,FALSE
"617","Housing","Housing Preservation and Development","Housing Preservation and Development",2021,1100468000,263.1505,1294591608.20139,TRUE
"618","Housing","Department of Buildings","Department of Buildings",2021,196242000,263.1505,230859276.577472,FALSE
"619","Housing","Miscellaneous-Payments to Housing Authority","Miscellaneous-Payments to Housing Authority",2021,1264000,263.1505,1486970.80947975,TRUE
"620","Health","Department of Health and Mental Hygiene","Department of Health and Mental Hygiene",2021,2152380000,263.1505,2532061891.54115,TRUE
"621","Health","New York City Health and Hospitals Corporation","New York City Health and Hospitals Corporation",2021,2401543000,263.1505,2825177483.15698,FALSE
"622","Libraries","New York Research Libraries","New York Research Libraries",2021,30691000,263.1505,36104921.7672017,FALSE
"623","Libraries","New York Public Library","New York Public Library",2021,154592000,263.1505,181862176.723966,FALSE
"624","Libraries","Brooklyn Public Library","Brooklyn Public Library",2021,116669000,263.1505,137249523.236703,FALSE
"625","Libraries","Queens Borough Public Library","Queens Borough Public Library",2021,121518000,263.1505,142953891.47655,FALSE
"626","Pensions","Pension Contributions","Pension Contributions",2021,9333663000,263.1505,10980130084.2731,FALSE
"627","Judgments and Claims","Judgments and Claims","Judgments and Claims",2021,617866000,263.1505,726858153.615517,FALSE
"628","Benefit Payments","Benefit Payments","Benefit Payments",2021,6846447000,263.1505,8054166801.93843,FALSE
"629","Lease Payments","Lease Payments","Lease Payments",2021,97051000,263.1505,114170889.264888,FALSE
"630","Other","Miscellaneous","Miscellaneous",2021,1847131000,263.1505,2172966675.85849,FALSE
"631","Transfers","General Debt Service Fund","Debt Service",2021,5137881000,263.1505,6044208124.6682,FALSE
"632","Transfers","Nonmajor Debt Service Funds","Debt Service-Hudson Yards Infrastructure Corporation",2021,NA,263.1505,NA,FALSE
"633","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Building Aid Revenue Bonds",2021,800785000,263.1505,942044240.244651,FALSE
"634","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Future Tax Secured",2021,2958217000,263.1505,3480049309.41989,FALSE
"635","Transfers","Nonmajor Debt Service Funds","",2021,NA,263.1505,NA,FALSE
"636","Transfers","Nonmajor Debt Service Funds","",2021,NA,263.1505,NA,FALSE
"637","General Government","Mayoralty","Mayoralty",2020,147448000,257.23,177450340.489056,FALSE
"638","General Government","Board of Elections","Board of Elections",2020,222053000,257.23,267235774.351747,FALSE
"639","General Government","Campaign Finance Board","Campaign Finance Board",2020,20050000,257.23,24129722.5245889,FALSE
"640","General Government","Office of the Actuary","Office of the Actuary",2020,6884000,257.23,8284738.64634763,FALSE
"641","General Government","Borough President-Manhattan","Borough President-Manhattan",2020,4847000,257.23,5833255.11604401,FALSE
"642","General Government","Borough President-Bronx","Borough President-Bronx",2020,5154000,257.23,6202722.68786689,FALSE
"643","General Government","Borough President-Brooklyn","Borough President-Brooklyn",2020,6633000,257.23,7982665.81075302,FALSE
"644","General Government","Borough President-Queens","Borough President-Queens",2020,5687000,257.23,6844176.15946818,FALSE
"645","General Government","Borough President-Staten Island","Borough President-Staten Island",2020,4465000,257.23,5373526.73677254,FALSE
"646","General Government","Office of the Comptroller","Office of the Comptroller",2020,88779000,257.23,106843522.993041,FALSE
"647","General Government","Office of Administrative Tax Appeals","Office of Administrative Tax Appeals",2020,5456000,257.23,6566172.87252653,FALSE
"648","General Government","Law Department","Law Department",2020,263806000,257.23,317484567.597092,FALSE
"649","General Government","Department of City Planning","Department of City Planning",2020,42820000,257.23,51532903.6659799,FALSE
"650","General Government","Department of Investigation","Department of Investigation",2020,47103000,257.23,56687397.5100105,FALSE
"651","General Government","Department of Veterans Service","Department of Veterans Service",2020,4975000,257.23,5987300.22742293,FALSE
"652","General Government","Public Advocate","Public Advocate",2020,4341000,257.23,5224295.53512421,FALSE
"653","General Government","City Council","City Council",2020,80141000,257.23,96447884.9298293,FALSE
"654","General Government","City Clerk","City Clerk",2020,5507000,257.23,6627550.22159157,FALSE
"655","General Government","Financial Information Services Agency","Financial Information Services Agency",2020,108160000,257.23,130168119.115189,FALSE
"656","General Government","Office of Payroll Administration","Office of Payroll Administration",2020,15364000,257.23,18490227.2752012,FALSE
"657","General Government","Independent Budget Office","Independent Budget Office",2020,4556000,257.23,5483043.18314349,FALSE
"658","General Government","Equal Employment Practices Commission","Equal Employment Practices Commission",2020,1132000,257.23,1362336.45375734,FALSE
"659","General Government","Civil Service Commission","Civil Service Commission",2020,958000,257.23,1152931.38047662,FALSE
"660","General Government","Landmarks Preservation Commission","Landmarks Preservation Commission",2020,6443000,257.23,7754005.09854993,FALSE
"661","General Government","Districting Commission","Districting Commission",2020,NA,257.23,NA,FALSE
"662","General Government","Commission on Human Rights","Commission on Human Rights",2020,12152000,257.23,14624657.7615364,TRUE
"663","General Government","Office of Racial Equity","Office of Racial Equity",2020,NA,257.23,NA,TRUE
"664","General Government","Commission of Racial Equity","Commission of Racial Equity",2020,NA,257.23,NA,TRUE
"665","General Government","Department of Youth and Community Development","Department of Youth and Community Development",2020,783649000,257.23,943103886.617035,TRUE
"666","General Government","Conflicts of Interest Board","Conflicts of Interest Board",2020,2531000,257.23,3046001.38203164,FALSE
"667","General Government","Office of Collective Bargaining","Office of Collective Bargaining",2020,2248000,257.23,2705417.26859231,FALSE
"668","General Government","Manhattan Community Board #1","Manhattan Community Board #1",2020,304000,257.23,365857.139524939,FALSE
"669","General Government","Manhattan Community Board #2","Manhattan Community Board #2",2020,338000,257.23,406775.372234965,FALSE
"670","General Government","Manhattan Community Board #3","Manhattan Community Board #3",2020,418000,257.23,503053.566846791,FALSE
"671","General Government","Manhattan Community Board #4","Manhattan Community Board #4",2020,386000,257.23,464542.28900206,FALSE
"672","General Government","Manhattan Community Board #5","Manhattan Community Board #5",2020,387000,257.23,465745.766434708,FALSE
"673","General Government","Manhattan Community Board #6","Manhattan Community Board #6",2020,407000,257.23,489815.315087665,FALSE
"674","General Government","Manhattan Community Board #7","Manhattan Community Board #7",2020,377000,257.23,453710.99210823,FALSE
"675","General Government","Manhattan Community Board #8","Manhattan Community Board #8",2020,445000,257.23,535547.457528282,FALSE
"676","General Government","Manhattan Community Board #9","Manhattan Community Board #9",2020,323000,257.23,388723.210745247,FALSE
"677","General Government","Manhattan Community Board #10","Manhattan Community Board #10",2020,282000,257.23,339380.636006687,FALSE
"678","General Government","Manhattan Community Board #11","Manhattan Community Board #11",2020,3e+05,257.23,361043.229794347,FALSE
"679","General Government","Manhattan Community Board #12","Manhattan Community Board #12",2020,407000,257.23,489815.315087665,FALSE
"680","General Government","Bronx Community Board #1","Bronx Community Board #1",2020,356000,257.23,428437.966022626,FALSE
"681","General Government","Bronx Community Board #2","Bronx Community Board #2",2020,270000,257.23,324938.906814913,FALSE
"682","General Government","Bronx Community Board #3","Bronx Community Board #3",2020,337000,257.23,405571.894802317,FALSE
"683","General Government","Bronx Community Board #4","Bronx Community Board #4",2020,283000,257.23,340584.113439334,FALSE
"684","General Government","Bronx Community Board #5","Bronx Community Board #5",2020,192000,257.23,231067.667068382,FALSE
"685","General Government","Bronx Community Board #6","Bronx Community Board #6",2020,253000,257.23,304479.7904599,FALSE
"686","General Government","Bronx Community Board #7","Bronx Community Board #7",2020,334000,257.23,401961.462504374,FALSE
"687","General Government","Bronx Community Board #8","Bronx Community Board #8",2020,287000,257.23,345398.023169926,FALSE
"688","General Government","Bronx Community Board #9","Bronx Community Board #9",2020,386000,257.23,464542.28900206,FALSE
"689","General Government","Bronx Community Board #10","Bronx Community Board #10",2020,312000,257.23,375484.958986121,FALSE
"690","General Government","Bronx Community Board #11","Bronx Community Board #11",2020,339000,257.23,407978.849667613,FALSE
"691","General Government","Bronx Community Board #12","Bronx Community Board #12",2020,296000,257.23,356229.320063756,FALSE
"692","General Government","Queens Community Board #1","Queens Community Board #1",2020,266000,257.23,320124.997084321,FALSE
"693","General Government","Queens Community Board #2","Queens Community Board #2",2020,354000,257.23,426031.01115733,FALSE
"694","General Government","Queens Community Board #3","Queens Community Board #3",2020,332000,257.23,399554.507639078,FALSE
"695","General Government","Queens Community Board #4","Queens Community Board #4",2020,332000,257.23,399554.507639078,FALSE
"696","General Government","Queens Community Board #5","Queens Community Board #5",2020,313000,257.23,376688.436418769,FALSE
"697","General Government","Queens Community Board #6","Queens Community Board #6",2020,324000,257.23,389926.688177895,FALSE
"698","General Government","Queens Community Board #7","Queens Community Board #7",2020,351000,257.23,422420.578859386,FALSE
"699","General Government","Queens Community Board #8","Queens Community Board #8",2020,343000,257.23,412792.759398204,FALSE
"700","General Government","Queens Community Board #9","Queens Community Board #9",2020,229000,257.23,275596.332076352,FALSE
"701","General Government","Queens Community Board #10","Queens Community Board #10",2020,306000,257.23,368264.094390234,FALSE
"702","General Government","Queens Community Board #11","Queens Community Board #11",2020,332000,257.23,399554.507639078,FALSE
"703","General Government","Queens Community Board #12","Queens Community Board #12",2020,331000,257.23,398351.03020643,FALSE
"704","General Government","Queens Community Board #13","Queens Community Board #13",2020,331000,257.23,398351.03020643,FALSE
"705","General Government","Queens Community Board #14","Queens Community Board #14",2020,301000,257.23,362246.707226995,FALSE
"706","General Government","Brooklyn Community Board #1","Brooklyn Community Board #1",2020,351000,257.23,422420.578859386,FALSE
"707","General Government","Brooklyn Community Board #2","Brooklyn Community Board #2",2020,292000,257.23,351415.410333165,FALSE
"708","General Government","Brooklyn Community Board #3","Brooklyn Community Board #3",2020,298000,257.23,358636.274929052,FALSE
"709","General Government","Brooklyn Community Board #4","Brooklyn Community Board #4",2020,311000,257.23,374281.481553474,FALSE
"710","General Government","Brooklyn Community Board #5","Brooklyn Community Board #5",2020,256000,257.23,308090.222757843,FALSE
"711","General Government","Brooklyn Community Board #6","Brooklyn Community Board #6",2020,256000,257.23,308090.222757843,FALSE
"712","General Government","Brooklyn Community Board #7","Brooklyn Community Board #7",2020,285000,257.23,342991.06830463,FALSE
"713","General Government","Brooklyn Community Board #8","Brooklyn Community Board #8",2020,297000,257.23,357432.797496404,FALSE
"714","General Government","Brooklyn Community Board #9","Brooklyn Community Board #9",2020,267000,257.23,321328.474516969,FALSE
"715","General Government","Brooklyn Community Board #10","Brooklyn Community Board #10",2020,362000,257.23,435658.830618513,FALSE
"716","General Government","Brooklyn Community Board #11","Brooklyn Community Board #11",2020,271000,257.23,326142.38424756,FALSE
"717","General Government","Brooklyn Community Board #12","Brooklyn Community Board #12",2020,374000,257.23,450100.559810287,FALSE
"718","General Government","Brooklyn Community Board #13","Brooklyn Community Board #13",2020,310000,257.23,373078.004120826,FALSE
"719","General Government","Brooklyn Community Board #14","Brooklyn Community Board #14",2020,366000,257.23,440472.740349104,FALSE
"720","General Government","Brooklyn Community Board #15","Brooklyn Community Board #15",2020,187000,257.23,225050.279905143,FALSE
"721","General Government","Brooklyn Community Board #16","Brooklyn Community Board #16",2020,242000,257.23,291241.538700774,FALSE
"722","General Government","Brooklyn Community Board #17","Brooklyn Community Board #17",2020,331000,257.23,398351.03020643,FALSE
"723","General Government","Brooklyn Community Board #18","Brooklyn Community Board #18",2020,256000,257.23,308090.222757843,FALSE
"724","General Government","Staten Island Community Board #1","Staten Island Community Board #1",2020,306000,257.23,368264.094390234,FALSE
"725","General Government","Staten Island Community Board #2","Staten Island Community Board #2",2020,197000,257.23,237085.054231621,FALSE
"726","General Government","Staten Island Community Board #3","Staten Island Community Board #3",2020,329000,257.23,395944.075341134,FALSE
"727","General Government","Department of Small Business Services","Department of Small Business Services",2020,330634000,257.23,397910557.466081,TRUE
"728","General Government","Office of Administrative Trials and Hearings","Office of Administrative Trials and Hearings",2020,44679000,257.23,53770168.2132722,FALSE
"729","General Government","Business Integrity Commission","Business Integrity Commission",2020,8809000,257.23,10601432.7041947,FALSE
"730","General Government","Department of Finance","Department of Finance",2020,304173000,257.23,366065341.120787,FALSE
"731","General Government","Department of Design and Construction","Department of Design and Construction",2020,213767000,257.23,257263760.344828,FALSE
"732","General Government","Department of Citywide Administrative Services","Department of Citywide Administrative Services",2020,1090319000,257.23,1312174310.88714,FALSE
"733","General Government","Department of Information Technology and Telecommunications","Department of Information Technology and Telecommunications",2020,578226000,257.23,695881941.970221,FALSE
"734","General Government","Department of Records and Information Services","Department of Records and Information Services",2020,9487000,257.23,11417390.4035299,FALSE
"735","General Government","Department of Consumer & Worker Protection","Department of Consumer & Worker Protection",2020,39579000,257.23,47632433.3067683,FALSE
"736","General Government","Miscellaneous--Technology Development Corporation","Miscellaneous--Technology Development Corporation",2020,NA,257.23,NA,FALSE
"737","Public Safety and Judicial","Department of Emergency Management","Department of Emergency Management",2020,256762000,257.23,309007272.561521,FALSE
"738","Public Safety and Judicial","Civilian Complaint Review Board","Civilian Complaint Review Board",2020,19628000,257.23,23621855.0480115,FALSE
"739","Public Safety and Judicial","Police Department","Police Department",2020,5785046000,257.23,6962172307.82957,FALSE
"740","Public Safety and Judicial","Fire Department","Fire Department",2020,2169812000,257.23,2611319775.08844,FALSE
"741","Public Safety and Judicial","Department of Correction","Department of Correction",2020,1278907000,257.23,1539135712.95533,FALSE
"742","Public Safety and Judicial","Board of Correction","Board of Correction",2020,2557000,257.23,3077291.79528049,FALSE
"743","Public Safety and Judicial","Department of Juvenile Justice","Department of Juvenile Justice",2020,NA,257.23,NA,FALSE
"744","Public Safety and Judicial","Office of Criminal Justice","Office of Criminal Justice",2020,NA,257.23,NA,FALSE
"745","Public Safety and Judicial","NYC Taxi and Limousine Commission","NYC Taxi and Limousine Commission",2020,52913000,257.23,63679601.3936943,FALSE
"746","Public Safety and Judicial","Department of Probation","Department of Probation",2020,100093000,257.23,120459666.666019,FALSE
"747","Public Safety and Judicial","District Attorney New York County","District Attorney New York County",2020,139888000,257.23,168352051.098239,FALSE
"748","Public Safety and Judicial","District Attorney Bronx County","District Attorney Bronx County",2020,85222000,257.23,102562753.765113,FALSE
"749","Public Safety and Judicial","District Attorney Kings County","District Attorney Kings County",2020,117091000,257.23,140916376.066166,FALSE
"750","Public Safety and Judicial","District Attorney Queens County","District Attorney Queens County",2020,72812000,257.23,87627598.8259534,FALSE
"751","Public Safety and Judicial","District Attorney Richmond County","District Attorney Richmond County",2020,18198000,257.23,21900882.3193251,FALSE
"752","Public Safety and Judicial","Office of Prosecutor -- Special Narcotics","Office of Prosecutor -- Special Narcotics",2020,23524000,257.23,28310603.1256074,FALSE
"753","Public Safety and Judicial","Public Administrator - New York County","Public Administrator-New York County",2020,1199000,257.23,1442969.44174474,FALSE
"754","Public Safety and Judicial","Public Administrator- Bronx County","Public Administrator-Bronx County",2020,686000,257.23,825585.518796408,FALSE
"755","Public Safety and Judicial","Public Administrator-Kings County","Public Administrator-Kings County",2020,849000,257.23,1021752.340318,FALSE
"756","Public Safety and Judicial","Public Administrator-Queens County","Public Administrator-Queens County",2020,591000,257.23,711255.162694864,FALSE
"757","Public Safety and Judicial","Public Administrator-Richmond County","Public Administrator-Richmond County",2020,570000,257.23,685982.13660926,FALSE
"758","Public Safety and Judicial","Miscellaneous-Contributions Legal Aid","Miscellaneous-Contributions Legal Aid",2020,381821000,257.23,459512956.811025,FALSE
"759","Public Safety and Judicial","Miscellaneous-Criminal Justice Programs","Miscellaneous-Criminal Justice Programs",2020,217841000,257.23,262166727.405435,FALSE
"760","Public Safety and Judicial","Miscellaneous-Other","Miscellaneous-Other",2020,64895000,257.23,78099667.9916806,FALSE
"761","Education","Department of Education","Department of Education",2020,27903295000,257.23,33580985829.0149,FALSE
"762","City University","City University of New York-Community Colleges","City University of New York-Community Colleges",2020,1094249000,257.23,1316903977.19745,FALSE
"763","City University","Hunter Campus Schools","Hunter Campus Schools",2020,22274000,257.23,26806256.3347977,FALSE
"764","City University","Educational Aid","Educational Aid",2020,NA,257.23,NA,FALSE
"765","Social Services","Administration for Children's Services","Administration for Children's Services",2020,2448716000,257.23,2946974444.96365,TRUE
"766","Social Services","Department of Social Services","Department of Social Services",2020,10408734000,257.23,12526676471.4341,TRUE
"767","Social Services","Department of Homeless Services","Department of Homeless Services",2020,2352590000,257.23,2831288973.27295,TRUE
"768","Social Services","Department for the Aging","Department for the Aging",2020,421015000,257.23,506682051.306224,TRUE
"769","Environmental Protection","Department of Environmental Protection","Department of Environmental Protection",2020,1298507000,257.23,1562723870.63523,FALSE
"770","Environmental Protection","Department of Sanitation","Department of Sanitation",2020,2081062000,257.23,2504511152.94095,FALSE
"771","Transportation Services","Department of Transportation","Department of Transportation",2020,853911000,257.23,1027662617.98974,FALSE
"772","Transportation Services","Miscellaneous-Payments to Transit Authority","Miscellaneous-Payments to Transit Authority",2020,1077950000,257.23,1297288498.52272,FALSE
"773","Transportation Services","Miscellaneous-Payments to Private Bus Companies","Miscellaneous-Payments to Private Bus Companies",2020,8000,257.23,9627.8194611826,FALSE
"774","Parks, Recreation, and Cultural Activities","Department of Cultural Affairs","Department of Cultural Affairs",2020,203754000,257.23,245213340.811725,FALSE
"775","Parks, Recreation, and Cultural Activities","Department of Parks and Recreation","Department of Parks and Recreation",2020,453994000,257.23,546371533.557517,FALSE
"776","Housing","Housing Preservation and Development","Housing Preservation and Development",2020,1102463000,257.23,1326789340.82922,TRUE
"777","Housing","Department of Buildings","Department of Buildings",2020,187494000,257.23,225644797.756871,FALSE
"778","Housing","Miscellaneous-Payments to Housing Authority","Miscellaneous-Payments to Housing Authority",2020,1318000,257.23,1586183.25622983,TRUE
"779","Health","Department of Health and Mental Hygiene","Department of Health and Mental Hygiene",2020,1814493000,257.23,2183701377.19745,TRUE
"780","Health","New York City Health and Hospitals Corporation","New York City Health and Hospitals Corporation",2020,705441000,257.23,848982323.564514,FALSE
"781","Libraries","New York Research Libraries","New York Research Libraries",2020,31021000,257.23,37333073.4381682,FALSE
"782","Libraries","New York Public Library","New York Public Library",2020,156095000,257.23,187856809.849162,FALSE
"783","Libraries","Brooklyn Public Library","Brooklyn Public Library",2020,117466000,257.23,141367680.103409,FALSE
"784","Libraries","Queens Borough Public Library","Queens Borough Public Library",2020,122602000,257.23,147548740.197489,FALSE
"785","Pensions","Pension Contributions","Pension Contributions",2020,9671638000,257.23,11639598069.7391,FALSE
"786","Judgments and Claims","Judgments and Claims","Judgments and Claims",2020,708970000,257.23,853229395.424328,FALSE
"787","Benefit Payments","Benefit Payments","Benefit Payments",2020,5476722000,257.23,6591111331.88586,FALSE
"788","Lease Payments","Lease Payments","Lease Payments",2020,100582000,257.23,121048167.130584,FALSE
"789","Other","Miscellaneous","Miscellaneous",2020,1700597000,257.23,2046630111.52859,FALSE
"790","Transfers","General Debt Service Fund","Debt Service",2020,3391468000,257.23,4081555201.54725,FALSE
"791","Transfers","Nonmajor Debt Service Funds","Debt Service-Hudson Yards Infrastructure Corporation",2020,NA,257.23,NA,FALSE
"792","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Building Aid Revenue Bonds",2020,796520000,257.23,958593844.652645,FALSE
"793","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Future Tax Secured",2020,3061523000,257.23,3684473840.03227,FALSE
"794","Transfers","Nonmajor Debt Service Funds","",2020,NA,257.23,NA,FALSE
"795","Transfers","Nonmajor Debt Service Funds","",2020,NA,257.23,NA,FALSE
"796","General Government","Mayoralty","Mayoralty",2019,128461000,253.2685,157018089.499879,FALSE
"797","General Government","Board of Elections","Board of Elections",2019,172006000,253.2685,210243213.913298,FALSE
"798","General Government","Campaign Finance Board","Campaign Finance Board",2019,25395000,253.2685,31040349.8559829,FALSE
"799","General Government","Office of the Actuary","Office of the Actuary",2019,6562000,253.2685,8020743.28627524,FALSE
"800","General Government","Borough President-Manhattan","Borough President-Manhattan",2019,5031000,253.2685,6149399.49302815,FALSE
"801","General Government","Borough President-Bronx","Borough President-Bronx",2019,4987000,253.2685,6095618.22137376,FALSE
"802","General Government","Borough President-Brooklyn","Borough President-Brooklyn",2019,6424000,253.2685,7852065.66154101,FALSE
"803","General Government","Borough President-Queens","Borough President-Queens",2019,5467000,253.2685,6682323.00305802,FALSE
